Date,Price,Open,High,Low,Vol.,Change %
19-Dec-96,403,409,414,402,8.76K,0.25%
18-Dec-96,402,405,416,401,0.46K,-0.62%
17-Dec-96,404.5,406,409,402,0.26K,-2.24%
16-Dec-96,413.75,403,414,403,0.29K,1.91%
13-Dec-96,406,403,407.5,398.5,0.16K,0.50%
12-Dec-96,404,400.5,407,398,0.47K,1.25%
11-Dec-96,399,392.25,400,392.25,0.23K,1.40%
10-Dec-96,393.5,388,396,388,0.26K,0.90%
9-Dec-96,390,389,393,387,0.26K,-0.26%
6-Dec-96,391,387,392,384,0.48K,1.62%
5-Dec-96,384.75,380,386,377,1.20K,1.72%
4-Dec-96,378.25,385,387.5,377,1.52K,-1.75%
3-Dec-96,385,390,391,384.5,1.45K,-2.10%
2-Dec-96,393.25,395.5,398,391,1.03K,3.15%
1-Dec-96,381.25,395.5,416,377,53.48K,-3.72%
29-Nov-96,396,403,407,393,1.65K,-1.12%
27-Nov-96,400.5,413,414,400,3.96K,-3.03%
26-Nov-96,413,420,420,406.5,5.66K,-0.66%
25-Nov-96,415.75,411.25,422.5,411.25,4.72K,1.34%
22-Nov-96,410.25,408,412,404,5.09K,0.49%
21-Nov-96,408.25,414.75,421,407.5,7.21K,-1.21%
20-Nov-96,413.25,398,415,398,8.42K,3.90%
19-Nov-96,397.75,394.5,399,392.25,5.15K,0.95%
18-Nov-96,394,396,396,391,5.10K,-0.82%
15-Nov-96,397.25,396,402.5,395,8.11K,0.13%
14-Nov-96,396.75,400.75,404.5,395,10.14K,-1.00%
13-Nov-96,400.75,395.5,402,393,11.78K,2.36%
12-Nov-96,391.5,384.25,396,381.5,13.62K,2.09%
11-Nov-96,383.5,379.75,387,378,7.18K,1.25%
8-Nov-96,378.75,376,381,373,7.86K,1.00%
7-Nov-96,375,369,378.5,369,10.11K,1.49%
6-Nov-96,369.5,368.75,374.5,368.75,7.34K,0.20%
5-Nov-96,368.75,379,379.5,368,11.44K,-2.90%
4-Nov-96,379.75,373.5,382,373.5,9.67K,1.33%
1-Nov-96,374.75,371.5,375.25,370.5,7.56K,0.94%
31-Oct-96,371.25,380.5,380.5,370,11.89K,-2.56%
30-Oct-96,381,385,385.5,380,6.34K,-0.91%
29-Oct-96,384.5,382,387.5,379,9.10K,0.59%
28-Oct-96,382.25,388.5,390,380,8.94K,-1.92%
25-Oct-96,389.75,385,391.5,381,11.25K,1.50%
24-Oct-96,384,399,399,382,13.70K,-3.64%
23-Oct-96,398.5,399.75,405,398,9.30K,-0.25%
22-Oct-96,399.5,400,401.5,392,15.14K,-0.25%
21-Oct-96,400.5,404.5,406,400,10.20K,-1.05%
18-Oct-96,404.75,408,413,402.5,13.24K,-1.52%
17-Oct-96,411,417,417.5,409,16.36K,-1.50%
16-Oct-96,417.25,420.75,424,417,11.11K,-1.07%
15-Oct-96,421.75,430.25,433,421,11.43K,-1.80%
14-Oct-96,429.5,423.75,430,421.75,7.91K,1.18%
11-Oct-96,424.5,423.5,430,419.5,12.27K,0.12%
10-Oct-96,424,427.5,428.5,422.5,6.78K,-0.70%
9-Oct-96,427,429.5,432.5,425,8.09K,-0.35%
8-Oct-96,428.5,423,429,419.5,9.64K,1.42%
7-Oct-96,422.5,421.75,423.5,418.5,5.56K,0.36%
4-Oct-96,421,420.5,423,413.5,11.68K,0.24%
3-Oct-96,420,423.5,425,417,13.24K,-0.59%
2-Oct-96,422.5,434.5,439,421.5,13.99K,-2.59%
1-Oct-96,433.75,435,438,432,10.92K,-0.52%
30-Sep-96,436,430,436.5,425,15.32K,1.04%
27-Sep-96,431.5,429.5,432,428,7.63K,0.52%
26-Sep-96,429.25,429,433.5,427,8.57K,-0.06%
25-Sep-96,429.5,429.5,432.5,427,7.06K,0.00%
24-Sep-96,429.5,425,433.5,425,12.36K,0.70%
23-Sep-96,426.5,419.5,428.5,417.5,8.78K,1.31%
20-Sep-96,421,416,425,415.5,8.41K,-0.24%
19-Sep-96,422,434,436,421.5,8.65K,-2.43%
18-Sep-96,432.5,422,432.5,422,0.45K,2.25%
17-Sep-96,423,424.5,430,423,0.33K,-0.06%
16-Sep-96,423.25,426,426.5,419,0.44K,-1.34%
13-Sep-96,429,435,435,427.5,0.48K,-2.05%
12-Sep-96,438,442,444.5,436,0.77K,-1.35%
11-Sep-96,444,456,459,444,1.06K,-3.79%
10-Sep-96,461.5,453,462,453,1.27K,1.76%
9-Sep-96,453.5,443,455,443,1.07K,1.57%
6-Sep-96,446.5,445,448,442.5,2.05K,-0.22%
5-Sep-96,447.5,449,449.5,441.5,1.06K,-0.33%
4-Sep-96,449,450,453.5,447,1.64K,-0.77%
3-Sep-96,452.5,448.25,457.5,447.5,2.51K,3.78%
1-Sep-96,436,448.25,462,415.5,89.91K,-2.79%
30-Aug-96,448.5,452,452.5,447.5,3.67K,-0.61%
29-Aug-96,451.25,450,453,446,5.13K,0.00%
28-Aug-96,451.25,458,459,450.5,3.56K,-1.53%
27-Aug-96,458.25,455,459.75,455,3.85K,-0.22%
26-Aug-96,459.25,453.25,462,450,4.51K,1.44%
23-Aug-96,452.75,450.75,455,447,2.53K,0.50%
22-Aug-96,450.5,450,452,447,2.19K,-0.11%
21-Aug-96,451,454.5,456,450,2.88K,-0.77%
20-Aug-96,454.5,458,459,453,2.96K,-1.09%
19-Aug-96,459.5,453.25,461.5,446,2.90K,1.10%
16-Aug-96,454.5,457,457,452,3.59K,-0.60%
15-Aug-96,457.25,457.75,459,452.5,3.20K,0.27%
